Ticker,Harga (Rp),Change (%),Volume,Vol Breakout,RSI (14D),Momentum,MA Signal,Status BB,Likuiditas,Total Score,Rekomendasi,Terakhir Update
CPIN,3070.0,-0.967741935483871,11886700,Normal,39,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
IMPC,1455.0,2.1052631578947367,6675100,Normal,43,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
GMFI,52.0,0.0,65877700,Tembus MA20,49,Negatif,Downtrend,Squeeze,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
CTRA,560.0,0.9009009009009009,11274500,Normal,54,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
EMAS,5725.0,0.0,14532400,Normal,36,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
ANDI,18.0,0.0,4057900,Tembus MA20,53,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
YOII,87.0,0.0,2991600,Normal,51,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
SMRA,290.0,0.0,8874300,Normal,55,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
APLN,137.0,8.73015873015873,289439100,Tembus MA20,59,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
BRIS,1730.0,-0.2881844380403458,9564400,Normal,46,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
ISAT,1895.0,1.881720430107527,15269300,Normal,52,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
SMDR,282.0,0.0,4704100,Normal,54,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
MLPL,82.0,0.0,14599600,Tembus MA20,51,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
SQMI,57.0,-6.557377049180328,13558800,Normal,61,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
TAXI,13.0,8.333333333333332,7418800,Normal,50,Positif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
TAPG,1555.0,-0.6389776357827476,10065100,Normal,55,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
BSML,520.0,0.9708737864077669,18703700,Tembus MA20,71,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
NZIA,146.0,1.3888888888888888,6112900,Normal,47,Positif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
PRIM,94.0,-4.081632653061225,10008200,Tembus MA20,60,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
KEEN,860.0,0.5847953216374269,8775900,Tembus MA20,57,Positif,Uptrend,Squeeze,> 1 Miliar,4,BELI,2026-07-15 17:50:53
MIKA,1740.0,3.880597014925373,5679500,Normal,61,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
MPOW,95.0,0.0,3285400,Normal,46,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
MNCN,204.0,-0.9708737864077669,38176300,Tembus MA20,48,Negatif,Uptrend,Squeeze,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
BSBK,52.0,0.0,8308900,Normal,52,Negatif,Uptrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
BABY,175.0,0.5747126436781609,820000,Normal,50,Positif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
TOSK,65.0,3.1746031746031744,18922800,Tembus MA20,78,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 17:50:53
HRTA,1835.0,-0.2717391304347826,13190600,Tembus MA20,44,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
COIN,665.0,-0.7462686567164178,3054000,Normal,44,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
MIRA,19.0,5.555555555555555,5905200,Tembus MA20,51,Positif,Uptrend,Normal,< 1 Miliar,4,BELI,2026-07-15 17:50:53
MSIE,86.0,2.380952380952381,10165700,Tembus MA20,41,Positif,Downtrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
BELL,117.0,4.464285714285714,50744200,Tembus MA20,59,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
WMUU,50.0,0.0,455000,Normal,30,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
WINR,21.0,0.0,8788800,Normal,46,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
BHIT,25.0,0.0,6041300,Tembus MA20,39,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
KREN,12.0,0.0,17747800,Tembus MA20,48,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
ISAP,24.0,0.0,28273000,Tembus MA20,52,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
FILM,1570.0,-5.13595166163142,6833000,Tembus MA20,41,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
SSIA,1540.0,3.0100334448160537,12735200,Tembus MA20,50,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
BJTM,510.0,0.0,3865300,Normal,48,Negatif,Downtrend,Squeeze,> 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
LAND,81.0,0.0,257271300,Tembus MA20,70,Negatif,Uptrend,Breakout Upper,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
AADI,8475.0,0.5934718100890208,7447900,Normal,64,Positif,Uptrend,Breakout Upper,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
AKRA,1350.0,0.7462686567164178,15563500,Tembus MA20,62,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
VERN,204.0,5.699481865284974,102448500,Tembus MA20,88,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 17:50:53
BBYB,232.0,3.571428571428571,29257000,Tembus MA20,53,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
BFIN,760.0,-2.564102564102564,8879100,Normal,54,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
NAYZ,58.0,-1.694915254237288,4526000,Normal,49,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
ASHA,59.0,1.7241379310344827,22833800,Normal,56,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
GPSO,328.0,-2.380952380952381,16022900,Normal,44,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
DSNG,1210.0,0.0,1861500,Normal,62,Negatif,Uptrend,Breakout Upper,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
KUAS,91.0,0.0,5985200,Normal,50,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
GRPM,238.0,0.847457627118644,421900,Normal,44,Positif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
BEER,78.0,-2.5,3104400,Normal,42,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
SRTG,1675.0,3.3950617283950617,4378300,Tembus MA20,68,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 17:50:53
GZCO,147.0,0.684931506849315,5528800,Tembus MA20,53,Positif,Uptrend,Normal,< 1 Miliar,4,BELI,2026-07-15 17:50:53
IOTF,53.0,0.0,5986600,Normal,49,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
CNMA,93.0,2.197802197802198,17151100,Normal,59,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
MCOR,68.0,1.4925373134328357,1207100,Normal,55,Positif,Uptrend,Squeeze,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
RICY,79.0,2.5974025974025974,3514400,Normal,53,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
APEX,139.0,-3.4722222222222223,16122800,Normal,56,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
MEJA,83.0,0.0,9309100,Normal,44,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
WIDI,26.0,0.0,3179900,Normal,51,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
FIRE,107.0,-3.6036036036036037,23408200,Tembus MA20,52,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
AVIA,328.0,1.2345679012345678,9850400,Normal,56,Positif,Uptrend,Breakout Upper,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
ACRO,63.0,1.6129032258064515,4522100,Normal,58,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
IKAI,20.0,5.263157894736842,32860700,Tembus MA20,59,Positif,Uptrend,Breakout Upper,< 1 Miliar,4,BELI,2026-07-15 17:50:53
HRUM,795.0,1.9230769230769231,3392200,Normal,57,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
AGRO,145.0,2.112676056338028,4373000,Tembus MA20,49,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
KBAG,44.0,10.0,16079300,Tembus MA20,66,Positif,Uptrend,Breakout Upper,< 1 Miliar,4,BELI,2026-07-15 17:50:53
BEKS,20.0,-4.761904761904762,6398300,Normal,45,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
BJBR,770.0,0.6535947712418301,1022900,Normal,52,Positif,Uptrend,Squeeze,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
HEAL,890.0,-0.5586592178770949,4078500,Normal,51,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
LSIP,1325.0,1.1450381679389312,4688000,Normal,68,Positif,Uptrend,Breakout Upper,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
SIMP,545.0,-0.9090909090909091,3676700,Normal,57,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
NANO,28.0,7.6923076923076925,52051100,Tembus MA20,63,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 17:50:53
PART,103.0,0.9803921568627451,2799800,Normal,52,Positif,Downtrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
IDEA,64.0,-4.477611940298507,5259400,Tembus MA20,56,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
PSDN,109.0,-0.9090909090909091,2274300,Normal,45,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
KBLV,85.0,2.4096385542168677,41597000,Tembus MA20,49,Positif,Downtrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
PTMP,61.0,-1.6129032258064515,31801100,Normal,55,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
PBRX,27.0,-3.571428571428571,2117900,Normal,48,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
INDF,6750.0,-0.36900369003690037,6437400,Normal,62,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
MYOR,1770.0,2.0172910662824206,7534400,Tembus MA20,51,Positif,Downtrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
STRK,70.0,-2.7777777777777777,34135400,Tembus MA20,46,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
ASRI,123.0,5.128205128205128,51244300,Tembus MA20,61,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
TOBA,460.0,-0.8620689655172413,14982600,Tembus MA20,63,Negatif,Uptrend,Breakout Upper,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
PPRO,17.0,0.0,10495400,Normal,51,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
PANI,6125.0,3.8135593220338984,6175700,Tembus MA20,45,Positif,Downtrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
HOMI,183.0,0.0,1772500,Normal,42,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
LABA,93.0,1.0869565217391304,10984200,Tembus MA20,52,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
MGRO,675.0,0.0,3501500,Normal,52,Negatif,Uptrend,Squeeze,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
BLTA,34.0,-2.857142857142857,1896700,Normal,52,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
ICBP,6600.0,-0.7518796992481203,1502200,Normal,54,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
CTTH,109.0,-1.8018018018018018,3382500,Normal,35,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
FLMC,52.0,0.0,0,Normal,11,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
ADHI,163.0,0.6172839506172839,9857200,Tembus MA20,54,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
BAPI,16.0,-5.88235294117647,18835900,Tembus MA20,44,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
JSMR,2680.0,-0.7407407407407408,1678600,Normal,45,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
KOPI,191.0,4.945054945054945,5858400,Tembus MA20,51,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
SMGA,68.0,-1.4492753623188406,6614700,Normal,52,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
CGAS,154.0,4.054054054054054,10348100,Tembus MA20,56,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
PLAN,38.0,0.0,2484300,Tembus MA20,52,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
BMBL,30.0,-3.225806451612903,2963900,Normal,42,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
LAPD,66.0,0.0,10799800,Normal,52,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
FORE,615.0,0.819672131147541,1890300,Normal,37,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
SOCI,364.0,0.5524861878453038,8342800,Normal,59,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
BCIC,126.0,8.620689655172415,13966500,Tembus MA20,54,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
PURA,31.0,0.0,5603900,Tembus MA20,49,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
TRIN,324.0,0.6211180124223602,3335700,Normal,37,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
CLEO,384.0,1.5873015873015872,3456000,Tembus MA20,53,Positif,Uptrend,Squeeze,> 1 Miliar,4,BELI,2026-07-15 17:50:53
AREA,244.0,0.0,879100,Tembus MA20,59,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
DKFT,660.0,3.937007874015748,4464700,Tembus MA20,53,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
SAME,306.0,-0.6493506493506493,2005500,Normal,44,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
NSSS,800.0,3.225806451612903,10524300,Tembus MA20,80,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 17:50:53
IPTV,29.0,-3.3333333333333335,7160500,Tembus MA20,34,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
BATR,87.0,0.0,200600,Normal,55,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
ASSA,625.0,1.6260162601626018,2803800,Normal,57,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
ERAL,284.0,0.0,501800,Normal,57,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
IKAN,84.0,-1.1764705882352942,22674000,Normal,63,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
LOPI,57.0,1.7857142857142856,1115700,Normal,42,Positif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
KRAS,224.0,-1.7543859649122806,10067100,Tembus MA20,61,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
MPIX,93.0,0.0,2245300,Normal,51,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
VIVA,33.0,-2.941176470588235,6553500,Tembus MA20,49,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
FAST,276.0,2.2222222222222223,847100,Normal,59,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
AHAP,94.0,1.0752688172043012,14127600,Normal,55,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
TCPI,5875.0,-2.083333333333333,6721600,Tembus MA20,24,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
UNTR,27400.0,-0.36363636363636365,3349900,Normal,74,Negatif,Uptrend,Breakout Upper,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
BANK,286.0,2.877697841726619,2418600,Normal,51,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
MAIN,675.0,0.0,371400,Normal,48,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
POLA,59.0,-1.6666666666666667,25656600,Tembus MA20,52,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
BGTG,107.0,-1.834862385321101,3910300,Tembus MA20,46,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
TRON,100.0,-0.9900990099009901,2772200,Normal,54,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
STAA,1010.0,-0.49261083743842365,2736300,Normal,51,Negatif,Downtrend,Squeeze,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
BNGA,1585.0,0.0,1627900,Normal,52,Negatif,Uptrend,Squeeze,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
NIKL,190.0,3.825136612021858,6643000,Tembus MA20,45,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
MAPA,615.0,3.361344537815126,39439300,Tembus MA20,55,Positif,Uptrend,Squeeze,> 1 Miliar,4,BELI,2026-07-15 17:50:53
SPRE,83.0,1.2195121951219512,760300,Normal,55,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
MKAP,1165.0,0.0,336300,Normal,56,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
EXCL,2550.0,0.7905138339920948,3595500,Normal,50,Positif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
CFIN,334.0,-1.183431952662722,1208000,Normal,64,Negatif,Uptrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
WEHA,101.0,0.0,2814800,Normal,46,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
JAST,86.0,1.1764705882352942,11692700,Normal,55,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
TRJA,113.0,0.8928571428571428,83300,Normal,53,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
DYAN,79.0,-1.25,626700,Normal,53,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
JARR,1865.0,0.2688172043010753,505500,Normal,52,Positif,Downtrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
DGIK,131.0,-2.2388059701492535,2021300,Normal,56,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
ASLC,64.0,6.666666666666667,18201100,Tembus MA20,60,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 17:50:53
HBAT,272.0,-0.7299270072992701,4433300,Tembus MA20,35,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
ESTA,175.0,0.0,135900,Normal,44,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
WOWS,60.0,-1.639344262295082,11181400,Normal,54,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
MAHA,140.0,-0.7092198581560284,1607100,Normal,63,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
BTPS,1035.0,0.48543689320388345,3030700,Tembus MA20,64,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 17:50:53
TRUS,454.0,3.65296803652968,577000,Normal,63,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
INKP,7425.0,-0.33557046979865773,2651900,Normal,52,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
HALO,64.0,-1.5384615384615385,4489500,Normal,50,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
RLCO,3260.0,1.2422360248447204,688400,Normal,50,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
TKIM,5600.0,0.0,1156400,Normal,48,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
IPCM,316.0,-0.628930817610063,422300,Normal,64,Negatif,Uptrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
GOLF,168.0,0.0,2413100,Tembus MA20,52,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
CHEM,65.0,0.0,17690800,Tembus MA20,56,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
WAPO,117.0,0.8620689655172413,286200,Normal,58,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:53
FPNI,328.0,3.1446540880503147,3242300,Tembus MA20,48,Positif,Downtrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
TOTL,1050.0,0.0,839500,Normal,49,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:53
MUTU,112.0,-0.8849557522123894,3550000,Normal,53,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:53
MOLI,248.0,0.0,2697300,Normal,56,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
BRRC,61.0,0.0,3284400,Normal,57,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:53
TMPO,103.0,-0.9615384615384616,4604100,Normal,47,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 17:50:54
BKSW,52.0,1.9607843137254901,246300,Normal,52,Positif,Uptrend,Squeeze,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:54
ERTX,147.0,-0.6756756756756757,3295300,Tembus MA20,51,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:54
BOLA,162.0,2.5316455696202533,231800,Normal,59,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:54
TMAS,119.0,0.847457627118644,5014300,Tembus MA20,60,Positif,Uptrend,Normal,< 1 Miliar,4,BELI,2026-07-15 17:50:54
TBLA,635.0,0.0,534800,Normal,65,Negatif,Uptrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:54
RMKO,346.0,1.1695906432748537,6438900,Normal,54,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:54
WTON,74.0,1.36986301369863,7554100,Tembus MA20,52,Positif,Uptrend,Normal,< 1 Miliar,4,BELI,2026-07-15 17:50:54
ARTO,1250.0,7.758620689655173,23580700,Tembus MA20,65,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 17:50:54
MPMX,990.0,0.0,1739000,Normal,69,Negatif,Uptrend,Squeeze,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:54
DSFI,74.0,1.36986301369863,4660500,Normal,56,Positif,Uptrend,Breakout Upper,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:54
KLAS,69.0,0.0,2347000,Normal,52,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:54
GJTL,1120.0,0.9009009009009009,5500600,Tembus MA20,51,Positif,Downtrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:54
MHKI,136.0,1.4925373134328357,6496200,Normal,60,Positif,Uptrend,Breakout Upper,< 1 Miliar,3,WAIT & SEE,2026-07-15 17:50:54
MANG,38.0,-2.564102564102564,10103800,Tembus MA20,39,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:54
VAST,115.0,0.8771929824561403,1178500,Normal,48,Positif,Downtrend,Squeeze,< 1 Miliar,1,WAIT & SEE,2026-07-15 17:50:54
BDMN,4160.0,0.0,652600,Normal,57,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:54
BAUT,31.0,3.3333333333333335,2868400,Tembus MA20,68,Positif,Uptrend,Breakout Upper,< 1 Miliar,4,BELI,2026-07-15 17:50:54
IRRA,374.0,0.0,760700,Normal,51,Negatif,Uptrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 17:50:54
